,Unnamed: 0,strain,gisaid_epi_isl,date,length,age,sex,pangolin_lineage,virusType
17012,15509,,EPI_ISL_8425388,2021-12-22,29816.0,49,Female,AY.103,delta
17013,15510,,EPI_ISL_8637081,2021-12-17,29775.0,unknown,unknown,AY.100,delta
17014,15511,,EPI_ISL_7613969,2021-12-08,29769.0,23,Female,AY.103,delta
17015,15512,,EPI_ISL_7960142,2021-12-09,29775.0,unknown,unknown,AY.25,delta
17016,15513,,EPI_ISL_8143080,2021-12-10,29811.0,74,Male,AY.25.1,delta
17017,15514,,EPI_ISL_7960180,2021-12-10,29769.0,unknown,unknown,AY.4,delta
17018,15515,,EPI_ISL_8394663,2021-12-21,29810.0,58,Female,B.1.617.2,delta
17019,15516,,EPI_ISL_7960189,2021-12-06,29775.0,unknown,unknown,AY.103,delta
17020,15517,,EPI_ISL_8062589,2021-12-06,29733.0,16,Male,AY.103,delta
17021,15518,,EPI_ISL_8264789,2021-12-17,29810.0,15,Female,AY.44,delta
17022,15519,,EPI_ISL_8637127,2021-12-14,29775.0,unknown,unknown,AY.100,delta
17023,15520,,EPI_ISL_8311489,2021-12-19,29810.0,10,Male,AY.103,delta
17024,15521,,EPI_ISL_8358189,2021-12-16,29810.0,61,Female,AY.44,delta
17025,15522,,EPI_ISL_8289846,2021-12-19,29816.0,33,Female,AY.44,delta
17026,15523,,EPI_ISL_8479789,2021-12-13,29775.0,unknown,unknown,AY.100,delta
17027,15524,,EPI_ISL_8637089,2021-12-17,29775.0,unknown,unknown,AY.47,delta
17028,15525,,EPI_ISL_8081562,2021-12-10,29704.0,55,Male,AY.103,delta
17029,15526,,EPI_ISL_8014733,2021-12-15,29769.0,11,Female,AY.119,delta
17030,15527,,EPI_ISL_8031650,2021-12-07,29601.0,unknown,unknown,AY.3,delta
17031,15528,,EPI_ISL_8031784,2021-12-09,29788.0,unknown,unknown,AY.100,delta
17032,15529,,EPI_ISL_8031774,2021-12-06,29775.0,unknown,unknown,AY.25.1,delta
17033,15530,,EPI_ISL_8144581,2021-12-10,29813.0,40,Female,AY.3,delta
17034,15531,,EPI_ISL_8431281,2021-12-18,29772.0,45,Female,AY.103,delta
17035,15532,,EPI_ISL_8031781,2021-12-08,29775.0,unknown,unknown,AY.25,delta
17036,15533,,EPI_ISL_8479781,2021-12-13,29775.0,unknown,unknown,AY.103,delta
17037,15534,,EPI_ISL_7735972,2021-12-11,29769.0,13,Male,AY.103,delta
17038,15535,,EPI_ISL_7960135,2021-12-09,29772.0,unknown,unknown,AY.103,delta
17039,15536,,EPI_ISL_8362535,2021-12-12,29707.0,43,Female,AY.25.1,delta
17040,15537,,EPI_ISL_7960170,2021-12-07,29773.0,unknown,unknown,AY.3,delta
17041,15538,,EPI_ISL_8479735,2021-12-11,29670.0,unknown,unknown,AY.103,delta
17042,15539,,EPI_ISL_8062590,2021-12-06,29134.0,56,Female,AY.3,delta
17043,15540,,EPI_ISL_8179290,2021-12-15,29806.0,5,Male,AY.103,delta
17044,15541,,EPI_ISL_8255190,2021-12-15,29783.0,18,unknown,AY.103,delta
17045,15542,,EPI_ISL_8362290,2021-12-12,29770.0,17,Female,AY.103,delta
17046,15543,,EPI_ISL_8479728,2021-12-14,29769.0,unknown,unknown,AY.39,delta
17047,15544,,EPI_ISL_8479773,2021-12-14,29775.0,unknown,unknown,AY.25.1,delta
17048,15545,,EPI_ISL_8479739,2021-12-09,29769.0,unknown,unknown,AY.103,delta
17049,15546,,EPI_ISL_8479808,2021-12-13,29775.0,unknown,unknown,AY.44,delta
17050,15547,,EPI_ISL_8029936,2021-12-06,29769.0,62,Male,AY.44,delta
17051,15548,,EPI_ISL_8260536,2021-12-17,29810.0,29,Female,AY.103,delta
17052,15549,,EPI_ISL_8479736,2021-12-14,29487.0,unknown,unknown,AY.103,delta
17053,15550,,EPI_ISL_8358436,2021-12-16,29819.0,24,Male,AY.103,delta
17054,15551,,EPI_ISL_8637036,2021-12-16,29775.0,unknown,unknown,AY.103,delta
17055,15552,,EPI_ISL_8264771,2021-12-17,29800.0,23,Male,AY.120,delta
17056,15553,,EPI_ISL_7960164,2021-12-09,29775.0,unknown,unknown,AY.44,delta
17057,15554,,EPI_ISL_8267555,2021-12-10,29769.0,45,Female,AY.3,delta
17058,15555,,EPI_ISL_8180591,2021-12-15,29816.0,71,Male,AY.39,delta
17059,15556,,EPI_ISL_8637037,2021-12-16,29778.0,unknown,unknown,AY.103,delta
17060,15557,,EPI_ISL_8362791,2021-12-13,29766.0,53,Female,AY.25,delta
17061,15558,,EPI_ISL_8394091,2021-12-21,29812.0,46,Male,AY.103,delta
17062,15559,,EPI_ISL_8431291,2021-12-18,29772.0,48,Female,AY.103,delta
17063,15560,,EPI_ISL_8637063,2021-12-10,29775.0,unknown,unknown,AY.122,delta
17064,15561,,EPI_ISL_8637082,2021-12-17,29775.0,unknown,unknown,AY.100,delta
17065,15562,,EPI_ISL_8637067,2021-12-06,29775.0,unknown,unknown,AY.103,delta
17066,15563,,EPI_ISL_8031804,2021-12-13,29766.0,unknown,unknown,AY.46.4,delta
17067,15564,,EPI_ISL_8407182,2021-12-13,29769.0,61,Male,AY.103,delta
17068,15565,,EPI_ISL_8149738,2021-12-14,29816.0,60,Female,AY.25.1,delta
17069,15566,,EPI_ISL_8479716,2021-12-09,29769.0,unknown,unknown,AY.44,delta
17070,15567,,EPI_ISL_8637116,2021-12-06,29775.0,unknown,unknown,AY.122,delta
17071,15568,,EPI_ISL_8637104,2021-12-10,29601.0,unknown,unknown,AY.3,delta
17072,15569,,EPI_ISL_7960192,2021-12-07,29775.0,unknown,unknown,AY.119,delta
17073,15570,,EPI_ISL_8031692,2021-12-06,29775.0,unknown,unknown,AY.25,delta
17074,15571,,EPI_ISL_8356855,2021-12-15,29813.0,25,Female,AY.103,delta
17075,15572,,EPI_ISL_8149092,2021-12-14,29812.0,40,Female,AY.103,delta
17076,15573,,EPI_ISL_8259292,2021-12-16,29810.0,18,Female,AY.39,delta
17077,15574,,EPI_ISL_8358092,2021-12-16,29813.0,9,Female,AY.103,delta
17078,15575,,EPI_ISL_8430892,2021-12-16,29769.0,60,Female,AY.1,delta
17079,15576,,EPI_ISL_8479792,2021-12-13,29476.0,unknown,unknown,AY.103,delta
17080,15577,,EPI_ISL_7960140,2021-12-09,29755.0,unknown,unknown,AY.39,delta
17081,15578,,EPI_ISL_8266040,2021-12-17,29811.0,22,Female,AY.3,delta
17082,15579,,EPI_ISL_7778747,2021-12-14,29769.0,75,Female,AY.103,delta
17083,15580,,EPI_ISL_8479742,2021-12-09,29769.0,unknown,unknown,AY.25.1,delta
17084,15581,,EPI_ISL_7960242,2021-12-07,29775.0,unknown,unknown,AY.3,delta
17085,15582,,EPI_ISL_8149093,2021-12-14,29809.0,36,Male,AY.103,delta
17086,15583,,EPI_ISL_8150693,2021-12-14,29851.0,55,Female,AY.3,delta
17087,15584,,EPI_ISL_7795709,2021-12-13,29767.0,27,Female,AY.103,delta
17088,15585,,EPI_ISL_8604993,2021-12-13,29764.0,unknown,unknown,AY.103,delta
17089,15586,,EPI_ISL_8637093,2021-12-17,29775.0,unknown,unknown,AY.103,delta
17090,15587,,EPI_ISL_8637083,2021-12-17,29775.0,unknown,unknown,B.1.617.2,delta
17091,15588,,EPI_ISL_7960205,2021-12-06,29775.0,unknown,unknown,AY.118,delta
17092,15589,,EPI_ISL_8031846,2021-12-06,29775.0,unknown,unknown,AY.98.1,delta
17093,15590,,EPI_ISL_8479794,2021-12-13,29775.0,unknown,unknown,AY.3,delta
17094,15591,,EPI_ISL_7960194,2021-12-07,29775.0,unknown,unknown,AY.103,delta
17095,15592,,EPI_ISL_8078094,2021-12-14,29810.0,47,Female,AY.3,delta
17096,15593,,EPI_ISL_8311494,2021-12-19,29812.0,29,Female,AY.44,delta
17097,15594,,EPI_ISL_8352347,2021-12-18,29769.0,23,Female,AY.103,delta
17098,15595,,EPI_ISL_8479747,2021-12-15,29769.0,unknown,unknown,AY.25,delta
17099,15596,,EPI_ISL_7960156,2021-12-08,29769.0,unknown,unknown,AY.103,delta
17100,15597,,EPI_ISL_7960191,2021-12-07,29775.0,unknown,unknown,AY.3,delta
17101,15598,,EPI_ISL_7960153,2021-12-07,29775.0,unknown,unknown,AY.25,delta
17102,15599,,EPI_ISL_7960177,2021-12-10,29775.0,unknown,unknown,AY.100,delta
17103,15600,,EPI_ISL_7960139,2021-12-07,29769.0,unknown,unknown,AY.44,delta
17104,15601,,EPI_ISL_7960152,2021-12-09,29769.0,unknown,unknown,AY.103,delta
17105,15602,,EPI_ISL_7960179,2021-12-10,29775.0,unknown,unknown,AY.4,delta
17106,15603,,EPI_ISL_8479780,2021-12-14,29775.0,unknown,unknown,AY.103,delta
17107,15604,,EPI_ISL_8479740,2021-12-10,29769.0,unknown,unknown,AY.39,delta
17108,15605,,EPI_ISL_8479816,2021-12-13,29670.0,unknown,unknown,AY.3,delta
17109,15606,,EPI_ISL_8479748,2021-12-13,29769.0,unknown,unknown,AY.103,delta
17110,15607,,EPI_ISL_8479738,2021-12-12,29769.0,unknown,unknown,AY.103,delta
17111,15608,,EPI_ISL_8479733,2021-12-13,29775.0,unknown,unknown,AY.103,delta
17112,15609,,EPI_ISL_7960149,2021-12-07,29769.0,unknown,unknown,AY.39.1,delta
17113,15610,,EPI_ISL_7960174,2021-12-07,29775.0,unknown,unknown,AY.100,delta
17114,15611,,EPI_ISL_7960145,2021-12-07,29769.0,unknown,unknown,AY.39,delta
17115,15612,,EPI_ISL_8599249,2021-12-21,29703.0,37,Male,AY.46.4,delta
17116,15613,,EPI_ISL_8637056,2021-12-17,29778.0,unknown,unknown,AY.103,delta
17117,15614,,EPI_ISL_8637088,2021-12-17,29778.0,unknown,unknown,AY.103,delta
17118,15615,,EPI_ISL_8358595,2021-12-16,29816.0,43,Female,AY.47,delta
17119,15616,,EPI_ISL_8435795,2021-12-13,29732.0,38,Male,AY.3,delta
17120,15617,,EPI_ISL_8479795,2021-12-13,29761.0,unknown,unknown,AY.39,delta
17121,15618,,EPI_ISL_7960195,2021-12-09,29769.0,unknown,unknown,AY.25.1,delta
17122,15619,,EPI_ISL_8479750,2021-12-10,29766.0,unknown,unknown,AY.100,delta
17123,15620,,EPI_ISL_7960184,2021-12-08,29769.0,unknown,unknown,AY.103,delta
17124,15621,,EPI_ISL_8265384,2021-12-17,29802.0,26,Female,AY.3,delta
17125,15622,,EPI_ISL_8031799,2021-12-09,29773.0,unknown,unknown,AY.100,delta
17126,15623,,EPI_ISL_8311884,2021-12-19,29805.0,18,Male,AY.103,delta
17127,15624,,EPI_ISL_8604984,2021-12-12,29764.0,unknown,unknown,AY.118,delta
17128,15625,,EPI_ISL_8604955,2021-12-13,29764.0,unknown,unknown,AY.44,delta
17129,15626,,EPI_ISL_8637052,2021-12-16,29775.0,unknown,unknown,AY.44,delta
17130,15627,,EPI_ISL_8479796,2021-12-13,29775.0,unknown,unknown,AY.103,delta
17131,15628,,EPI_ISL_7960196,2021-12-09,29769.0,unknown,unknown,AY.100,delta
17132,15629,,EPI_ISL_8078096,2021-12-14,29809.0,70,Female,AY.39,delta
17133,15630,,EPI_ISL_8031653,2021-12-07,29775.0,unknown,unknown,AY.103,delta
17134,15631,,EPI_ISL_8031196,2021-12-09,29809.0,45,Female,AY.103,delta
17135,15632,,EPI_ISL_8637096,2021-12-11,29775.0,unknown,unknown,AY.103,delta
17136,15633,,EPI_ISL_7960182,2021-12-08,29769.0,unknown,unknown,AY.3,delta
17137,15634,,EPI_ISL_8144296,2021-12-10,29813.0,30,Female,AY.103,delta
17138,15635,,EPI_ISL_8363396,2021-12-14,29766.0,3,Male,AY.103,delta
17139,15636,,EPI_ISL_8435796,2021-12-10,29732.0,39,Female,AY.3,delta
17140,15637,,EPI_ISL_8479754,2021-12-16,29769.0,unknown,unknown,AY.4,delta
17141,15638,,EPI_ISL_8361917,2021-12-10,29461.0,53,Female,AY.44,delta
17142,15639,,EPI_ISL_8479756,2021-12-16,29760.0,unknown,unknown,AY.44,delta
17143,15640,,EPI_ISL_8468517,2021-12-15,29767.0,20,Female,AY.103,delta
17144,15641,,EPI_ISL_8479717,2021-12-11,29775.0,unknown,unknown,AY.103,delta
17145,15642,,EPI_ISL_8479817,2021-12-13,29775.0,unknown,unknown,AY.103,delta
17146,15643,,EPI_ISL_8311657,2021-12-19,29817.0,33,Female,AY.103,delta
17147,15644,,EPI_ISL_7960197,2021-12-09,29487.0,unknown,unknown,AY.43,delta
17148,15645,,EPI_ISL_8637059,2021-12-11,29775.0,unknown,unknown,AY.25,delta
17149,15646,,EPI_ISL_8077358,2021-12-12,29798.0,64,Male,AY.103,delta
17150,15647,,EPI_ISL_8031660,2021-12-06,29775.0,unknown,unknown,AY.25.1,delta
17151,15648,,EPI_ISL_8637097,2021-12-13,29775.0,unknown,unknown,AY.103,delta
17152,15649,,EPI_ISL_8259197,2021-12-16,29809.0,39,Male,AY.39,delta
17153,15650,,EPI_ISL_7960148,2021-12-09,29775.0,unknown,unknown,AY.25.1,delta
17154,15651,,EPI_ISL_8552597,2021-12-23,29816.0,57,Male,AY.103,delta
17155,15652,,EPI_ISL_8361885,2021-12-10,29638.0,31,Female,AY.118,delta
17156,15653,,EPI_ISL_7960198,2021-12-09,29775.0,unknown,unknown,AY.25,delta
17157,15654,,EPI_ISL_8479768,2021-12-14,29769.0,unknown,unknown,AY.100,delta
17158,15655,,EPI_ISL_7960168,2021-12-08,29775.0,unknown,unknown,AY.39,delta
17159,15656,,EPI_ISL_8479772,2021-12-13,29487.0,unknown,unknown,AY.25,delta
17160,15657,,EPI_ISL_8264772,2021-12-17,29822.0,28,Female,AY.118,delta
17161,15658,,EPI_ISL_8356798,2021-12-15,29812.0,24,Male,AY.39,delta
17162,15659,,EPI_ISL_8435798,2021-12-09,29730.0,28,Female,AY.3.1,delta
17163,15660,,EPI_ISL_8031785,2021-12-09,29775.0,unknown,unknown,AY.100,delta
17164,15661,,EPI_ISL_8605398,2021-12-06,29764.0,unknown,unknown,AY.47,delta
17165,15662,,EPI_ISL_8637098,2021-12-13,29775.0,unknown,unknown,AY.103,delta
17166,15663,,EPI_ISL_8637498,2021-12-16,29775.0,unknown,unknown,AY.119,delta
17167,15664,,EPI_ISL_8479785,2021-12-13,29771.0,unknown,unknown,AY.4,delta
17168,15665,,EPI_ISL_8637072,2021-12-15,29775.0,unknown,unknown,AY.103,delta
17169,15666,,EPI_ISL_8637055,2021-12-16,29775.0,unknown,unknown,AY.103,delta
17170,15667,,EPI_ISL_8637032,2021-12-15,29775.0,unknown,unknown,AY.103,delta
17171,15668,,EPI_ISL_8637133,2021-12-15,29775.0,unknown,unknown,AY.103,delta
17172,15669,,EPI_ISL_8637062,2021-12-11,29775.0,unknown,unknown,AY.92,delta
17173,15670,,EPI_ISL_8637013,2021-12-13,29775.0,unknown,unknown,AY.103,delta
17174,15671,,EPI_ISL_8637043,2021-12-16,29775.0,unknown,unknown,AY.25.1,delta
17175,15672,,EPI_ISL_8637132,2021-12-21,29775.0,unknown,unknown,AY.44,delta
17176,15673,,EPI_ISL_8031657,2021-12-07,29601.0,unknown,unknown,AY.3,delta
17177,15674,,EPI_ISL_8479764,2021-12-13,29775.0,unknown,unknown,AY.103,delta
17178,15675,,EPI_ISL_8031668,2021-12-06,29775.0,unknown,unknown,AY.103,delta
17179,15676,,EPI_ISL_8031707,2021-12-06,29775.0,unknown,unknown,AY.103,delta
17180,15677,,EPI_ISL_8031807,2021-12-13,29775.0,unknown,unknown,AY.44,delta
17181,15678,,EPI_ISL_8031670,2021-12-06,29775.0,unknown,unknown,AY.103,delta
17182,15679,,EPI_ISL_7960199,2021-12-09,29460.0,unknown,unknown,AY.25.1,delta
17183,15680,,EPI_ISL_8014499,2021-12-06,29815.0,10,Female,AY.3,delta
17184,15681,,EPI_ISL_8030399,2021-12-08,29807.0,52,Female,AY.120,delta
17185,15682,,EPI_ISL_8307499,2021-12-17,29808.0,50,Female,AY.103,delta
17186,15683,,EPI_ISL_8356799,2021-12-15,29810.0,30,Male,AY.120,delta
17187,15684,,EPI_ISL_8407199,2021-12-13,29769.0,83,Female,AY.103,delta
17188,15685,,EPI_ISL_7492563,2021-12-07,29769.0,7,Male,AY.103,delta
17189,15686,,EPI_ISL_8431066,2021-12-17,29769.0,25,Male,AY.3,delta
17190,15687,,EPI_ISL_8479807,2021-12-13,29775.0,unknown,unknown,AY.39,delta
17191,15688,,EPI_ISL_8143367,2021-12-10,29811.0,40,Male,AY.3,delta
17192,15689,,EPI_ISL_8479749,2021-12-14,29769.0,unknown,unknown,AY.113,delta
17193,15690,,EPI_ISL_7960171,2021-12-07,29769.0,unknown,unknown,AY.3,delta
17194,15691,,EPI_ISL_8479771,2021-12-14,29670.0,unknown,unknown,AY.103,delta
17195,15692,,EPI_ISL_8255171,2021-12-16,29792.0,5,unknown,AY.103,delta
17196,15693,,EPI_ISL_8265671,2021-12-17,29811.0,27,Female,AY.44,delta
17197,15694,,EPI_ISL_8029871,2021-12-06,29770.0,38,Female,AY.3,delta
17198,15695,,EPI_ISL_8265672,2021-12-17,29812.0,20,Male,AY.3,delta
17199,15696,,EPI_ISL_8356772,2021-12-15,29811.0,55,Female,AY.103,delta
17200,15697,,EPI_ISL_8472672,2021-12-23,29810.0,16,Male,AY.100,delta
17201,15698,,EPI_ISL_8479774,2021-12-13,29769.0,unknown,unknown,AY.44,delta
17202,15699,,EPI_ISL_8358075,2021-12-16,29816.0,49,Male,AY.3,delta
17203,15700,,EPI_ISL_8479776,2021-12-14,29487.0,unknown,unknown,AY.103,delta
17204,15701,,EPI_ISL_8308957,2021-12-18,29810.0,57,Female,AY.100,delta
17205,15702,,EPI_ISL_8472477,2021-12-23,29809.0,39,Female,AY.103,delta
17206,15703,,EPI_ISL_8356857,2021-12-15,29813.0,25,Female,AY.103,delta
17207,15704,,EPI_ISL_8479757,2021-12-16,29773.0,unknown,unknown,AY.3,delta
17208,15705,,EPI_ISL_8637057,2021-12-17,29775.0,unknown,unknown,AY.100,delta
17209,15706,,EPI_ISL_8356779,2021-12-15,29845.0,19,Male,AY.103,delta
17210,15707,,EPI_ISL_7960181,2021-12-10,29769.0,unknown,unknown,AY.100,delta
17211,15708,,EPI_ISL_8015381,2021-12-07,29810.0,54,Male,AY.44,delta
17212,15709,,EPI_ISL_8358381,2021-12-16,29778.0,37,Female,AY.25,delta
17213,15710,,EPI_ISL_8352182,2021-12-20,29811.0,60,Male,AY.100,delta
17214,15711,,EPI_ISL_7960208,2021-12-08,29769.0,unknown,unknown,AY.103,delta
17215,15712,,EPI_ISL_8013964,2021-12-06,29796.0,27,Male,AY.25,delta
17216,15713,,EPI_ISL_8142739,2021-12-09,29811.0,21,Female,AY.25.1,delta
17217,15714,,EPI_ISL_8637087,2021-12-17,29775.0,unknown,unknown,AY.118,delta
17218,15715,,EPI_ISL_8361943,2021-12-11,29792.0,39,Male,AY.103,delta
17219,15716,,EPI_ISL_8150646,2021-12-14,29839.0,46,Male,AY.3,delta
17220,15717,,EPI_ISL_8358087,2021-12-16,29816.0,31,Female,AY.25.1,delta
17221,15718,,EPI_ISL_8077262,2021-12-11,29839.0,24,Female,AY.3,delta
17222,15719,,EPI_ISL_8031664,2021-12-06,29775.0,unknown,unknown,AY.25.1,delta
17223,15720,,EPI_ISL_8265669,2021-12-17,29813.0,42,Female,AY.44,delta
17224,15721,,EPI_ISL_8266039,2021-12-17,29813.0,51,Female,AY.3,delta
17225,15722,,EPI_ISL_8361883,2021-12-10,29372.0,42,Male,AY.25,delta
17226,15723,,EPI_ISL_8265484,2021-12-17,29816.0,65,Male,AY.3,delta
17227,15724,,EPI_ISL_8314785,2021-12-20,29805.0,42,Male,AY.44,delta
17228,15725,,EPI_ISL_8310986,2021-12-19,29813.0,23,Female,AY.103,delta
17229,15726,,EPI_ISL_7960188,2021-12-06,29769.0,unknown,unknown,AY.100,delta
17230,15727,,EPI_ISL_8362539,2021-12-12,29217.0,36,Female,AY.103,delta
17231,15728,,EPI_ISL_8363368,2021-12-14,29734.0,33,Male,AY.1,delta
17232,15729,,EPI_ISL_8431139,2021-12-17,29769.0,20,Male,AY.47,delta
17233,15730,,EPI_ISL_7978959,2021-12-08,29739.0,33,Female,AY.103,delta
17234,15731,,EPI_ISL_7978958,2021-12-07,29739.0,27,Male,AY.92,delta
17235,15732,,EPI_ISL_8479730,2021-12-12,29670.0,unknown,unknown,AY.25.3,delta
17236,15733,,EPI_ISL_7960131,2021-12-07,29775.0,unknown,unknown,AY.44,delta
17237,15734,,EPI_ISL_8479731,2021-12-15,29769.0,unknown,unknown,AY.103,delta
17238,15735,,EPI_ISL_8150658,2021-12-14,29809.0,44,Female,AY.103,delta
17239,15736,,EPI_ISL_8077668,2021-12-13,29786.0,27,Male,AY.3,delta
17240,15737,,EPI_ISL_8150450,2021-12-14,29809.0,43,Male,AY.44,delta
17241,15738,,EPI_ISL_8062584,2021-12-06,29733.0,48,Female,AY.25,delta
17242,15739,,EPI_ISL_8062587,2021-12-06,29767.0,48,Female,AY.3,delta
17243,15740,,EPI_ISL_8150662,2021-12-14,29793.0,32,Male,AY.100,delta
17244,15741,,EPI_ISL_8637039,2021-12-16,29778.0,unknown,unknown,AY.103,delta
17245,15742,,EPI_ISL_8362168,2021-12-11,29734.0,67,Male,AY.103,delta
17246,15743,,EPI_ISL_8031843,2021-12-06,29775.0,unknown,unknown,AY.25,delta
17247,15744,,EPI_ISL_8363727,2021-12-14,29767.0,74,Female,AY.103,delta
17248,15745,,EPI_ISL_8479727,2021-12-11,29700.0,unknown,unknown,AY.44,delta
17249,15746,,EPI_ISL_8479827,2021-12-13,29765.0,unknown,unknown,AY.4,delta
17250,15747,,EPI_ISL_8637018,2021-12-11,29775.0,unknown,unknown,AY.100,delta
17251,15748,,EPI_ISL_8311466,2021-12-19,29816.0,48,Male,AY.44,delta
17252,15749,,EPI_ISL_8077256,2021-12-11,29811.0,31,Female,AY.39.1,delta
17253,15750,,EPI_ISL_8078079,2021-12-14,29790.0,43,Male,AY.75,delta
17254,15751,,EPI_ISL_8078081,2021-12-14,29797.0,19,Female,AY.3,delta
17255,15752,,EPI_ISL_8356856,2021-12-15,29810.0,55,Female,AY.25.1,delta
17256,15753,,EPI_ISL_8361890,2021-12-10,29670.0,31,Female,AY.103,delta
17257,15754,,EPI_ISL_7960158,2021-12-07,29775.0,unknown,unknown,AY.44,delta
17258,15755,,EPI_ISL_8479790,2021-12-13,29778.0,unknown,unknown,AY.103,delta
17259,15756,,EPI_ISL_8081750,2021-12-11,29807.0,21,Female,AY.118,delta
17260,15757,,EPI_ISL_8479741,2021-12-13,29775.0,unknown,unknown,AY.103,delta
17261,15758,,EPI_ISL_8479758,2021-12-16,29769.0,unknown,unknown,AY.44,delta
17262,15759,,EPI_ISL_8026991,2021-12-08,29766.0,46,Male,AY.4.2.2,delta
17263,15760,,EPI_ISL_8358191,2021-12-16,29812.0,51,Female,AY.3,delta
17264,15761,,EPI_ISL_8479791,2021-12-13,29775.0,unknown,unknown,AY.100,delta
17265,15762,,EPI_ISL_8178560,2021-12-14,29816.0,4,Male,AY.100,delta
17266,15763,,EPI_ISL_8179090,2021-12-15,29810.0,61,Male,AY.103,delta
17267,15764,,EPI_ISL_8178561,2021-12-14,29807.0,27,Female,AY.100,delta
17268,15765,,EPI_ISL_8179173,2021-12-15,29810.0,48,Male,AY.100,delta
17269,15766,,EPI_ISL_8179291,2021-12-15,29814.0,55,Male,AY.3,delta
17270,15767,,EPI_ISL_8180555,2021-12-15,29811.0,50,Female,AY.103,delta
17271,15768,,EPI_ISL_8014663,2021-12-06,29816.0,43,Male,AY.44,delta
17272,15769,,EPI_ISL_8014468,2021-12-06,29816.0,26,Male,AY.39,delta
17273,15770,,EPI_ISL_10007119,2022-01-16,29779.0,unknown,unknown,AY.44,delta
17274,15771,,EPI_ISL_10007762,2022-01-06,29769.0,unknown,unknown,AY.103,delta
17275,15772,,EPI_ISL_10007771,2022-01-02,29769.0,unknown,unknown,AY.25.3,delta
17276,15773,,EPI_ISL_10494247,2022-01-02,29769.0,unknown,unknown,AY.25.3,delta
17277,15774,,EPI_ISL_10494259,2022-01-02,29769.0,unknown,unknown,AY.25.3,delta
17278,15775,,EPI_ISL_10494284,2022-01-13,29769.0,unknown,unknown,AY.25.1,delta
17279,15776,,EPI_ISL_10775256,2022-01-26,29847.0,unknown,unknown,AY.3,delta
17280,15777,,EPI_ISL_10790158,2022-02-18,29764.0,37,Female,AY.3,delta
17281,15778,,EPI_ISL_10908906,2022-01-24,29852.0,unknown,Male,AY.103,delta
17282,15779,,EPI_ISL_11105257,2021-12-28,29655.0,unknown,unknown,AY.103,delta
17283,15780,,EPI_ISL_11105258,2021-12-28,29760.0,unknown,unknown,AY.113,delta
17284,15781,,EPI_ISL_11105259,2021-12-28,29760.0,unknown,unknown,AY.3,delta
17285,15782,,EPI_ISL_11105260,2021-12-28,29758.0,unknown,unknown,AY.44,delta
17286,15783,,EPI_ISL_11105261,2021-12-28,29760.0,unknown,unknown,AY.100,delta
17287,15784,,EPI_ISL_11105262,2021-12-28,29775.0,unknown,unknown,AY.25.1,delta
17288,15785,,EPI_ISL_11105263,2021-12-28,29763.0,unknown,unknown,AY.103,delta
17289,15786,,EPI_ISL_11105264,2021-12-28,29472.0,unknown,unknown,AY.122,delta
17290,15787,,EPI_ISL_11105265,2021-12-28,29760.0,unknown,unknown,AY.47,delta
17291,15788,,EPI_ISL_11105266,2021-12-28,29754.0,unknown,unknown,AY.103,delta
17292,15789,,EPI_ISL_11105267,2021-12-28,29754.0,unknown,unknown,AY.39,delta
17293,15790,,EPI_ISL_11105268,2021-12-28,29472.0,unknown,unknown,B.1.617.2,delta
17294,15791,,EPI_ISL_11105269,2021-12-28,29765.0,unknown,unknown,AY.39,delta
17295,15792,,EPI_ISL_11105270,2021-12-28,29754.0,unknown,unknown,AY.103,delta
17296,15793,,EPI_ISL_11105271,2021-12-28,29760.0,unknown,unknown,AY.100,delta
17297,15794,,EPI_ISL_11105272,2021-12-28,29769.0,unknown,unknown,AY.46,delta
17298,15795,,EPI_ISL_11105273,2021-12-28,29759.0,unknown,unknown,AY.103,delta
17299,15796,,EPI_ISL_11105274,2021-12-28,29761.0,unknown,unknown,AY.39,delta
17300,15797,,EPI_ISL_11105275,2021-12-28,29775.0,unknown,unknown,AY.3,delta
17301,15798,,EPI_ISL_11105276,2021-12-28,29757.0,unknown,unknown,AY.103,delta
17302,15799,,EPI_ISL_11105277,2021-12-28,29754.0,unknown,unknown,AY.103,delta
17303,15800,,EPI_ISL_11105278,2021-12-28,29760.0,unknown,unknown,AY.113,delta
17304,15801,,EPI_ISL_11105279,2021-12-28,29756.0,unknown,unknown,AY.100,delta
17305,15802,,EPI_ISL_11105280,2021-12-28,29487.0,unknown,unknown,AY.112,delta
17306,15803,,EPI_ISL_11105282,2021-12-28,29655.0,unknown,unknown,AY.3,delta
17307,15804,,EPI_ISL_11105283,2021-12-28,29760.0,unknown,unknown,AY.103,delta
17308,15805,,EPI_ISL_11105284,2021-12-28,29760.0,unknown,unknown,AY.44,delta
17309,15806,,EPI_ISL_11105285,2021-12-28,29760.0,unknown,unknown,AY.44,delta
17310,15807,,EPI_ISL_11105286,2021-12-28,29760.0,unknown,unknown,AY.44,delta
17311,15808,,EPI_ISL_11105287,2021-12-28,29766.0,unknown,unknown,AY.44,delta
17312,15809,,EPI_ISL_11105288,2021-12-28,29472.0,unknown,unknown,AY.44,delta
17313,15810,,EPI_ISL_11105289,2021-12-28,29454.0,unknown,unknown,AY.3,delta
17314,15811,,EPI_ISL_11105290,2021-12-28,29760.0,unknown,unknown,AY.39,delta
